name,author,narrator,time,releasedate,language,stars,price,ratings
Lost on Owl Lane,"SusanBlackaby,AmyMuehlenhardt",anonymous,8,2022-01-04,English,0,93,0
The Messy One,"JuanaMartinez-Neal,ChristianneC.Jones",anonymous,4,2022-01-04,English,0,93,0
The Kickball Game,JosephP.Anderson,anonymous,2,2022-01-04,English,0,82,0
Tricia's Talent,"BeatrizRamos,ChristianneC.Jones",anonymous,2,2022-01-04,English,0,82,0
Marty Marley's Mighty Mountain,"AnnaKaiser,CassandraLabairon",anonymous,4,2022-01-04,English,0,82,0
Surprising Beans,MollyBlaisdell,anonymous,11,2022-01-04,English,0,93,0
Around the Park,ChristianneC.Jones,anonymous,1,2022-01-04,English,0,82,0
At the Beach,"AmyMuehlenhardt,PatriciaM.Stockland",anonymous,1,2022-01-04,English,0,93,0
Being Trustworthy,MarySmall,anonymous,2,2022-01-04,English,0,82,0
The Fairies' First Flight,"TrishaSpeedShaskan,JisunLee",anonymous,4,2022-01-04,English,0,82,0
"Give It a Try, Yasmin!",SaadiaFaruqi,SharmilaDevar,28,2022-03-30,English,0,187,0
Jeu d'évasion ou complot? [Escape Game or Conspiracy?],CarolynChouinard,NicolasSavard-L'Herbier,131,2022-03-30,french,0,439,0
Emotionen und andere Störfaktoren,KaiPannen,NilsKretschmer,147,2022-01-04,german,0,367,0
Dampfloks gegen Dieselloks,"Mattel,BurkardMiltenberger",MontyArnold,16,2022-03-30,german,0,99,0
Squad Goals,ErikaJ.Kendrick,JonieceAbbott-Pratt,390,2022-03-29,English,0,703,0
You Are the Loveliest,"HansHagen,MoniqueHagen",LauraKnightKeating,10,2022-03-29,English,0,63,0
Der mit den Seifenblasen fliegt,MarieWollatz,JulianeWolf,14,2022-03-30,german,0,32,0
Attacco al direttore,LuigiGarlando,AlessandroPili,135,2022-03-31,italian,0,190,0
Reporter in trappola,LuigiGarlando,AlessandroPili,145,2022-03-30,italian,0,190,0
Indagine a Pompei,LuigiGarlando,AlessandroPili,145,2022-03-30,italian,0,190,0
What Is God Like?,"RachelHeldEvans,MatthewPaulTurner,DanielJonceEvans",AdenreleOjo,8,2022-03-29,English,0,251,0
The Little Prince,"AntoinedeSaint-Exupéry,TheoCuffe-translator",OssianPerret,120,2022-03-31,English,0,410,0
Then Everything Went Wrong,JuddWinick,"QuincySurasmith,KathleenMcInerney,BahniTurpin,",93,2022-03-29,English,0,1005,0
The Return to Phantasmagoria,ElHolly,RebeccaRogers,420,2022-01-14,English,0,234,0
Agaton Sax and the Big Rig,Nils-OlofFranzén,BarnabyEaton-Jones,139,2022-09-03,English,0,607,0
Rockstar Detectives,AdamHills,AdamHills,276,2022-03-02,English,0,615,0
Little Women,"JaneSmiley-introduction,LouisaMayAlcott",ChristinaRicci,1142,2012-10-23,English,5,1382,2
Ladybird Bedtime Stories for 4 Year Olds,Ladybird,TheoSolomon,66,2020-10-29,English,0,410,0
Max and the Midknights: The Tower of Time,LincolnC.Peirce,"KristenDiMercurio,MarcThompson,ChristopherGebauer,",168,2022-01-03,English,0,1005,0
Because You're Mine,NancyTillman,OrlaghCassidy,4,2020-09-29,English,0,13,0
Micul prinț [The Little Prince],AntoinedeSaint-Exupéry,EmiliaBebu,98,2021-08-07,romanian,0,56,0
Ivy & Bean Book 1,AnnieBarrows,HallieRicardo,67,2022-04-01,English,0,500,0
Pollyanna Grows Up,EleanorHodgmonPorter,AlanMunro,529,2021-02-06,English,0,234,0
The Prince and the Pauper,MarkTwain,JohnRayburn,428,2021-07-20,English,0,820,0
Simon vs. the Homo Sapiens Agenda,BeckyAlbertalli,MichaelCrouch,405,2017-12-14,English,4.5,683,19
The Picture of Dorian Gray,"JorgeC.Morhain,MartinTunica,PabloTunica,",anonymous,41,2022-03-16,English,0,82,0
Una difficile eredità,CharlotteLink,TamaraFagnocchi,1121,2022-03-16,italian,0,420,0
The Doll That Waved Goodbye,"MichaelDahl,XavierBonet",anonymous,43,2022-03-16,English,0,152,0
Purple,SarahL.Schuette,anonymous,3,2022-02-23,English,0,93,0
Dr. Wangari Maathai Plants a Forest,RebelGirls,"YvonneGrundy,ImogenChurch",83,2022-03-03,English,0,227,0
School of Monsters Collection 2,SallyRippin,GarethProsser,16,2022-02-03,English,0,531,0
Ellen Outside the Lines,A.J.Sass,EmmaGalvin,409,2022-03-22,English,0,500,0
Panchatantrada Kategalu Bhaaga 1 [Part 1 of the Panchatantra Stories],SuRudramurtiShastri,TejaAnnadanaiah,90,2021-05-24,English,0,48,0
Ann Plants a Garden,"SusanBlackaby,RobertaCollier-Morales",anonymous,1,2022-03-26,English,0,82,0
Emma's New Look,"NecdetYilmaz,ChristianneC.Jones",anonymous,2,2022-03-26,English,0,93,0
T. Rex vs Robo-Dog 3000,"ScottNickel,EnriqueCorts",anonymous,9,2022-03-26,English,0,105,0
Tom Thumb,"EricBlair,ToddOuren",anonymous,5,2022-03-24,English,0,93,0
Sunny Bumps the Drum,"SusanBlackaby,AmyMuehlenhardt",anonymous,4,2022-03-24,English,0,93,0
Timeless Tales of Beatrix Potter,BeatrixPotter,KatherineKellgren,211,2014-03-24,English,5,703,1
The Hundred Dresses,EleanorEstes,ChristinaMoore,54,2008-10-22,English,3,369,1
The Painting That Wasn't There,"SteveBrezenoff,ChrisCanga",anonymous,42,2022-03-26,English,0,176,0
To Catch a Ghost,"MichaelDahl,LisaK.Weber",anonymous,55,2022-03-24,English,0,199,0
The Cave That Shouldn't Collapse,"SteveBrezenoff,MarcosCalo",anonymous,38,2022-03-23,English,0,176,0
Moopy the Underground Monster,"CariMeister,DennisMessner",anonymous,4,2022-03-16,English,0,93,0
Gymnastics Jitters,"JakeMaddox,KatieWood",anonymous,39,2022-03-16,English,0,152,0
"The Decoding Genes with Max Axiom, Super Scientist","AlMilgrom,MattWebb,KristaWard,",anonymous,13,2022-03-15,English,0,93,0
A to Z Mysteries Super Editions 5-8,RonRoy,DavidPittu,419,2022-03-15,English,0,1256,0
Rusty Jab Bhag Gaya [Rusty Runs Away],RuskinBond,KanchanBhattacharyya,322,2020-10-06,Hindi,4.5,668,2
Crush Catastrophe,RachelRenéeRussell,JenniBarber,198,2017-08-11,English,5,797,9
The Magic School Bus Explores Human Evolution,JoanaCole,"CassandraMorris,PollyAdams",66,2021-01-06,English,0,258,0
Akbar Beerbal kathegalu Bhaaga 2,Sadhana,"NagarajVasishta,TejaAnnadanaiah",83,2021-05-18,English,0,62,0
How to Become a Planet,NicoleMelleby,RachelJacobs,413,2021-05-25,English,0,491,0
Bedtime Stories for Kids,JamesPloof,"JamesPloof,JanetteLion",321,2021-07-04,English,0,398,0
"Chuttigale, Koyilukku Pogalama? [Kids, Shall We Go to the Temple?]",PrabhuShankar,SriSrinivasa,221,2021-09-27,tamil,3,76,1
Archie Greene and the Alchemist's Curse,D.D.Everest,MarkTopping,402,2021-10-21,English,0,569,0
"Diario de Greg 13. Frío fatal [Diary of a Wimpy Kid, Book 13: The Meltdown]",JeffKinney,MartaGarcía,133,2020-03-11,spanish,0,384,0
Puffin Funny Stories for 7 Year Olds,Puffin,"RhashanStone,GemmaWhelan",66,2021-01-04,English,0,410,0
Ladybird Funny Stories for 4 Year Olds,Ladybird,"KatyWix,RhashanStone",76,2021-01-04,English,0,410,0
A Kind of Spark,ElleMcNicoll,EmmaTracey,265,2021-07-28,English,0,417,0
8 aventures de la Fée Fifolette,MimiZagarriga,"MartialLeMinoux,VanessaParachou",36,2022-01-25,french,0,567,0
La soupe à la grimace,HélèneLeroy,MarieZidi,7,2022-01-25,french,0,189,0
PJ Masks - ¡Allá vamos!,"eOne,NicolásOluchaSánchez-traductor",RogerSerradell,12,2022-01-24,spanish,0,38,0
Los devorasueños,"JacquelineWest,LibradaPiñero-traductor",EvaAndrés,525,2022-01-25,spanish,0,499,0
Il lungomare stregato,"Mattel,RaffaellaCasati",EmanuelaPacotto,30,2022-01-24,italian,0,75,0
PJ Masks - ¡Héroes y heroínas!,"eOne,NicolásOluchaSánchez-traductor",RogerSerradell,23,2022-01-24,spanish,0,38,0
Het geheim van het oude strandhuis,IsoldeBoers,SusanMuskee,277,2022-01-21,dutch,0,200,0
La sorcière qui rapetissait les enfants,VéroniqueCaylou,PatriceBaudrier,6,2022-01-25,french,0,189,0
Un Schtroumpf pas comme les autres,Peyo,RonanDucolomb,6,2022-01-27,french,0,111,0
Anne quitte son île,LucyMaudMontgomery,EmilieMoget,508,2022-01-27,french,0,831,0
La Schtroumpfette,Peyo,RonanDucolomb,6,2022-01-27,french,0,111,0
Die Nelsons greifen nach den Sternen,"ErinEntradaKelly,BeateSchäfer-Übersetzer","JulianGreis,SaschaIcks,HannoKoffler",234,2022-01-27,german,0,367,0
Wenn ich wütend bin,NannaNeßhöver,"JulianGreis,MattiKrause,LauraMaire",29,2022-01-27,german,0,233,0
Der kleine Vampir und der rätselhafte Sarg,AngelaSommer-Bodenburg,KatharinaThalbach,218,2022-01-26,german,0,267,0
The Secret Garden (Dramatized),FrancesHodgsonBurnett,"BarbaraRosenblat,MichaelCrouch,GeorgiaLeeSchultz,",108,2022-01-25,English,0,632,0
Just Help!,SoniaSotomayor,"KerryWashington,SoniaSotomayor",11,2022-01-25,English,0,251,0
Winnie the Pooh 35 Stories in an American Voice,A.A.Milne,DeaverBrown,243,2022-03-01,English,0,100,0
Крошка Нильс Карлсон,АстридЛиндгрен,АллаЧовжик,107,2021-12-29,russian,0,65,0
365 Bible Stories for Kids,DanielPartner,DavidCochranHeath,480,2017-07-18,English,0,762,0
The Forbidden Forest,KayS.,Suki,29,2022-03-24,English,0,116,0
Drama Queen,RachelRenéeRussell,JenniBarber,224,2015-01-10,English,5,797,10
Trouble in the Forbidden Forest,KayS.,Suki,24,2022-03-24,English,0,116,0
Baby's First Stories Collection,RogerWade,"BrendaMarkwell,RobinMarkwell",66,2017-09-22,English,0,113,0
Harry Versus the First 100 Days of School,EmilyJenkins,RebeccaSoler,211,2021-06-29,English,0,703,0
Emily of New Moon,L.M.Montgomery,MeganFollows,389,2021-06-22,English,0,820,0
The Girl Who Worked for Sixty Years to Secure Rights for Woman,SusanAnthony,RhondaCusumano,191,2021-12-05,English,0,351,0
The Brahmin and the Crooks (Hindi Edition),MaplePress,ChaitaliGupta,3,2021-09-23,Hindi,4,139,2
Against the Odds,AmyIgnatow,NateBegle,221,2019-02-19,English,0,374,0
The Frog Prince,WalterCrane,PhilChenevert,9,2013-12-29,English,0,117,0
The Wind in the Willows (AmazonClassics Edition),KennethGrahame,SimonVance,347,2017-06-09,English,0,668,0
The Maze Runner,JamesDashner,MarkDeakins,650,2013-03-06,English,4.5,748,13
Snow White and the Seven Dwarfs,MikeBennett,AnitaHarris,22,2017-11-01,English,0,113,0
The Death Cure,JamesDashner,MarkDeakins,535,2013-03-06,English,4,653,9
Along for the Ride,SarahDessen,RachelBotchan,766,2009-06-16,English,5,1256,1
Minecraft: The Shipwreck,C.B.Lee,"MaxwellGlick,DavidHuynh,RebeccaSoler",589,2020-05-11,English,5,888,5
"Diario de Greg 14. Arrasa con todo (Narración en Castellano) [Diary of a Wimpy Kid, Book 14: Wrecking Ball]",JeffKinney,MartaGarcia,100,2020-01-10,spanish,0,268,0
Japanese Fairy Tales,YeiTheodoraOzaki-translator,LeslieBellair,392,2012-06-02,English,4,668,2
Amelia Bedelia and the Baby,PeggyParish,BarbaraCaruso,15,2014-05-27,English,0,99,0
Classic Goosebumps: Welcome to Dead House,R.L.Stine,TaraSands,162,2015-01-04,English,4.5,351,15
"Hair Today, Gone Tomorrow: Stella Batts, Book 2",CourtneySheinmel,CassandraMorris,90,2013-01-21,English,0,233,0
Kafka and the Doll,LarissaTheule,AdamAlexi-Malle,17,2021-09-03,English,0,251,0
Peter Pan,J.M.Barrie,LilyCollins,288,2016-10-05,English,4.5,501,3
La potion super carottes,DavideCali,"L.Barbier,FranckAupeix,B.ElHila,",5,2022-02-15,french,0,227,0
Le tout petit roi,CélineClaire,FranckAupeix,7,2022-02-15,french,0,151,0
Byggare Bob - Hjältinnan Vilma!,"Mattel,LisaFransson",ThomasEngelbrektson,10,2022-02-14,swedish,0,65,0
Under ombygning,JeffKinney,OliverDue,97,2022-11-02,danish,0,267,0
Sara s'en va,Marie-HélèneDelval,PatriceBaudrier,2,2022-02-14,french,0,149,0
Taneli Kaneli seikkailuleirillä,TittamariMaarttinen,Ari-MattiHedman,52,2022-11-02,finnish,0,65,0
Le Favole di Bubu,LidiaNapoli,LidiaNapoli,53,2022-09-02,italian,0,113,0
Missions cosmiques,SergeBloch,MartialLeMinoux,6,2022-11-02,french,0,112,0
Vitello va con cuchillo,KimFupzAakeson,BenjamínFigueres,12,2022-11-02,spanish,0,65,0
Vitello está del revés,KimFupzAakeson,BenjamínFigueres,13,2022-11-02,spanish,0,65,0
Vitello quiere tener un padre,KimFupzAakeson,BenjamínFigueres,11,2022-09-02,spanish,0,65,0
Vitello raya un coche,KimFupzAakeson,BenjamínFigueres,11,2022-11-02,spanish,0,65,0
Barbie - The Haunted Boardwalk,Mattel,KristenKing,27,2022-09-02,English,0,99,0
Barbie - You Can Be: Dream Big Collection,Mattel,KristenKing,32,2022-09-02,English,0,99,0
Thomas och vännerna - Mysteriet på Blå berget,"IdaJohansson,HannaGraf,Mattel",HåkanMohede,15,2022-08-02,swedish,0,65,0
Il Regno di Riciclò,NonnaCatia,VeronicaMalgioglio,12,2022-08-02,italian,0,75,0
L'enfant bleu,Jean-MarcLigny,Pierre-MichelDudan,21,2022-09-02,french,0,263,0
Ma copine Vampirette,SégolèneValente,StéphanieHédin,20,2022-09-02,french,0,263,0
Une journée chez Crapouille,SergeBloch,MartialLeMinoux,6,2022-09-02,french,0,112,0
A Great Rescue Dog,"LeneTrap-Lind,TEKSTSLIBERIET",IanHughes,7,2022-07-02,English,0,65,0
Competition in Danger,"LeneTrap-Lind,TEKSTSLIBERIET",IanHughes,6,2022-07-02,English,0,65,0
Saving a Horse,"LeneTrap-Lind,TEKSTSLIBERIET",IanHughes,7,2022-07-02,English,0,65,0
A Fiery Concert,"LeneTrap-Lind,TEKSTSLIBERIET",IanHughes,7,2022-07-02,English,0,65,0
The Runaway from Zoo,"LeneTrap-Lind,TEKSTSLIBERIET",IanHughes,7,2022-07-02,English,0,65,0
Canoe Adrift,"LeneTrap-Lind,TEKSTSLIBERIET",IanHughes,7,2022-07-02,English,0,65,0
A Super Football Match,"LeneTrap-Lind,TEKSTSLIBERIET",IanHughes,7,2022-07-02,English,0,65,0
A Magic Rescue,"LeneTrap-Lind,TEKSTSLIBERIET",IanHughes,7,2022-07-02,English,0,65,0
Ramish og hærværket,TrineBundsgaard,LindaElviraMagnussen,57,2022-07-02,danish,0,133,0
Petit scarabée découvre la méditation,CélineSantini,ÉlodieHuber,115,2022-10-02,french,0,187,0
Les Schtroumpfs et la mouche Bzz,Peyo,RonanDucolomb,6,2022-10-02,french,0,111,0
Petit scarabée surmonte sa colère,CélineSantini,ÉlodieHuber,110,2022-10-02,french,0,187,0
Le mariage du Grand Schtroumpf,Peyo,RonanDucolomb,5,2022-10-02,french,0,111,0
Кошмары 21-й школы,ГалинаГордиенко,ВладимирСолдатов,295,2022-03-02,russian,0,166,0
Petit scarabée apprend à s'endormir,CélineSantini,ÉlodieHuber,108,2022-10-02,french,0,187,0
"The Boxcar Children Collection, Volume 7",GertrudeChandlerWarner,"TimGregory,AimeeLilly",354,2022-08-02,English,0,703,0
"The Boxcar Children Collection, Volume 6",GertrudeChandlerWarner,"TimGregory,AimeeLilly",353,2022-08-02,English,0,703,0
Liv och Lo. Fallet med de försvunna föräldrarna,"KajsaLind,KarinJacov",LisaAhnlund,8,2022-03-02,swedish,0,32,0
Min største hemmelighed - Clara,KitA.Rasmussen,AnneBlomsgård,42,2022-03-02,danish,0,133,0
Liv och Lo. Fallet med den mystiska damen,"KarinJacov,KajsaLind",LisaAhnlund,8,2022-02-02,swedish,0,32,0
Star Galaxy,MariaFrantzenSanko,AnneBlomsgård,26,2022-03-02,danish,0,99,0
Min største hemmelighed - Ester,KitA.Rasmussen,AnneBlomsgård,40,2022-03-02,danish,0,99,0
James and Eugene Save the Planet,DemetraBlackman,DeniseShavers,5,2022-02-02,English,0,94,0
A Bossy Bad Day,ZanaiahWilliams,LynetteR.Freeman,169,2022-01-02,English,0,351,0
Mä tuun mukaan,RailiMikkanen,Ari-MattiHedman,59,2022-01-27,finnish,0,65,0
Missatge en una ampolla,"Mattel,MartaCisaMuñoz-traductor",MiriamMonlleo,21,2022-02-02,catalan,0,115,0
El passeig encantat,"Mattel,MartaCisaMuñoz-traductor",MiriamMonlleo,28,2022-02-02,catalan,0,115,0
Rosvojahti,TaruMäkinen,Ari-MattiHedman,37,2022-01-27,finnish,0,32,0
Barbie en het geheime team,Mattel,MariekeFrankema,17,2022-01-27,dutch,0,99,0
Varulvens forbandelse,PerSanderhage,DanSchlosser,215,2022-01-02,danish,0,233,0
Tuntomerkki,TaruMäkinen,Ari-MattiHedman,33,2022-01-27,finnish,0,32,0
De Vallei van de Trollen,"PeterGotthardt,TomaszFrajndt",ChavaVoorin'tHolt,37,2022-01-02,dutch,0,99,0
Cuentos para niños,diversosautores,EstelaBenitaLópez,243,2022-01-31,spanish,0,307,0
L'enfant qui ne parlait pas,OlivierCohen,ElissaAlloula,36,2022-07-02,french,0,452,0
Un regalo fantástico ,RicardoAlcántara,NereaCrespo,17,2022-07-02,spanish,0,38,0
"The Boxcar Children Collection, Volume 1",GertrudeChandlerWarner,"TimGregory,AimeeLilly",418,2022-08-02,English,0,703,0
Harry the Bully Blocker,EvelynM.FieldOAM,"EvelynM.Field,KaarenChampion",42,2022-01-02,English,0,422,0
Torquato genio quadrato,StefanoGambini,DiegoDelfino,13,2022-01-27,italian,0,75,0
Il bandito della spiaggia,"Mattel,RaffaellaCasati",EmanuelaPacotto,28,2022-03-02,italian,0,75,0
El coco,LuisaVillarLiébana,NereaCrespo,10,2022-11-02,spanish,0,38,0
El misterio del mamut desaparecido,LuisaVillarLiébana,EstelaBenita,43,2022-07-02,spanish,0,115,0
Finalissima a San Siro,LuigiGarlando,MosèSingh,163,2022-09-02,italian,0,190,0
Gli undici campioni,LuigiGarlando,MosèSingh,165,2022-02-02,italian,0,190,0
Scontro fra capitani,LuigiGarlando,MosèSingh,162,2022-02-02,italian,0,190,0
Squadre a sorpresa,LuigiGarlando,MosèSingh,161,2022-09-02,italian,0,190,0
Bob el Constructor - La casa del árbol de Saffi,"Mattel,NicolásOluchaSánchez",RogerBerríoReyes,10,2022-01-02,spanish,0,38,0
Bedtime Sorted!,JimmyRees,JimmyRees,14,2022-08-02,English,0,531,0
Wreck at Ada’s Reef,MichaelD.Beil,TaylorMeskimen,463,2022-01-02,English,0,866,0
How to Catch the Wind - Science & Nature Stories for Kids,"AnjaliVaidya,BijalVachharajani,AparnaKapur","SeetalIyer,AhalyaNarayanan,BrianChristopher,",25,2022-09-02,English,0,94,0
Carnival of the Lost,KieranLarwood,LiyahSummers,386,2022-03-02,English,0,645,0
Sister Act,JenCarney,AshnaRabheru,165,2022-03-02,English,0,410,0
Free and Famous,HarrietMuncaster,EmilyWheaton,317,2022-04-02,English,0,531,0
Mirabelle in Double Trouble,HarrietMuncaster,EmilyWheaton,55,2022-03-02,English,0,664,0
Macbeth United,MichaelRosen,EwanGoddard,194,2022-01-02,English,0,797,0
Clovis raconté aux enfants,MarcGeoffroy,MarcBrunet,53,2022-02-02,french,0,376,0
Napoléon raconté aux enfants,MarcGeoffroy,MarcBrunet,61,2022-02-02,french,0,376,0
The Retake,JenCalonita,DominiqueFranceschi,383,2022-08-02,English,0,1005,0
Bake Infinite Pie with X + Y,"EugeniaCheng,AmberRen-illustrator",KimMaiGuest,23,2022-02-15,English,0,500,0
Karen's Birthday,AnnM.Martin,StephanieDrake,85,2022-01-02,English,0,422,0
Gregorio Miedo y Medio,AndreuMartín,ElíasRamo,363,2022-09-02,spanish,0,307,0
Skywatcher,JamieHogan,SnehaMathan,17,2022-01-02,English,0,234,0
By Rowan and Yew,MelissaHarrison,"SamCrerar,MelissaHarrison",312,2022-10-02,English,0,417,0
When the World Turned Upside Down,K.Ibura,ChannieWaites,352,2022-01-02,English,0,492,0
Aftershocks,AnneFine,MatthewBiddulph,328,2022-10-02,English,0,664,0
The Visitors,GregHoward,"MichaelCrouch,GregHoward",405,2022-01-02,English,0,1005,0
Messenger,LoisLowry,DavidMorse,224,2003-12-28,English,0,703,0
Why?,"TayeDiggs,ShaneW.Evans-illustrator",TayeDiggs,5,2022-01-02,English,0,13,0
Egg-cellent Egg-venture,RandomHouse,JadeWheeler,5,2022-08-02,English,0,251,0
How to Welcome a New Baby,JeanReagan,AlmarieGuerra,6,2022-08-02,English,0,251,0
Not Enough Lollipops,MeganMaynor,TashiThomas,8,2022-08-02,English,0,251,0
"Ready or Not!, Book 1",MeganE.Bryant,EmilyEiden,254,2022-02-15,English,0,754,0
"Goosebumps HorrorLand, Book 6",R.L.Stine,AshleyAlbert,151,2009-01-21,English,4.5,233,4
Classic Goosebumps: Stay Out of the Basement,R.L.Stine,ElizabethMorton,160,2015-01-10,English,5,351,1
The Case of the Left-Handed Lady,NancySpringer,KatherineKellgren,296,2007-07-12,English,4.5,867,4
Rewards and Fairies,RudyardKipling,FloGibson,422,2021-08-20,English,0,586,0
Judy and the Beast,R.L.Stine,"JoeFria,EmilyLawrence",170,2021-07-09,English,0,258,0
Brains! Not Just a Zombie Snack,StacyMcAnulty,NatalieNaudus,10,2021-08-31,English,0,13,0
"Mindy Kim, Class President","LylaLee,DungHo",JaineYe,80,2021-10-26,English,0,305,0
Last Gamer Standing,KatieZhao,SunnyLu,305,2021-09-21,English,0,586,0
Framed! Crime-Fighting Collection,JamesPonti,BrianHolden,1156,2021-09-14,English,0,820,0
Korgy auf dem Rummelplatz,ThomasBleskin,ThomasBleskin,18,2022-01-28,german,0,166,0
The Czar's Spy,WilliamLeQueux,TomWeiss,570,2022-01-27,English,0,334,0
Timmy Failure: Mistakes Were Made,StephanPastis,JaredGoldsmith,164,2013-06-26,English,4,351,1
Buchanan Bandits!,MarcusEmerson,JoshHurley,253,2019-03-12,English,5,501,6
Judy Moody & Stink: The Big Bad Blackout,MeganMcDonald,BarbaraRosenblat,90,2014-08-04,English,0,352,0
Lockwood & Co: The Hollow Boy,JonathanStroud,EmilyBevan,722,2015-09-24,English,5,820,4
A Game of Chase,MarcusEmerson,JoshHurley,189,2019-03-12,English,5,501,6
Doll Bones,HollyBlack,NickPodehl,311,2013-07-05,English,0,904,0
Orla Frø-Snapper,OleLundKirkegaard,CarlQuistMøller,86,2022-12-01,danish,0,233,0
Vorsicht Trickbetrüger!,ChristinaHerr,MaxHoffmann,213,2022-10-01,german,0,233,0
Vindens hemlighet,EvaHildén,AmandaKrüger,180,2022-07-01,swedish,0,166,0
Trzej studenci,ArthurConanDoyle,KrzysztofPlewako-Szczerbiński,59,2022-05-01,polish,0,166,0
Lokatorka w woalce,ArthurConanDoyle,KrzysztofPlewako-Szczerbiński,46,2022-05-01,polish,0,166,0
The Great Secret,E.PhillipsOppenheim,TomWeiss,441,2021-12-29,English,0,502,0
L'arrestation d'Arsène Lupin,MauriceLeblanc,IsabelleWlodarczyk,34,2021-12-22,french,0,225,0
Pyjamashjältarna - Tre minuter till godnatt,"eOne,AnnikaTorstensson",DanielSjöberg,29,2021-12-20,swedish,0,32,0
Pyjamashjältarna möter vargungarna,"eOne,AnnikaTorstensson",DanielSjöberg,9,2021-12-21,swedish,0,32,0
Pyjamashjältarna - Bli en hjälte!,"eOne,AnnikaTorstensson",DanielSjöberg,21,2021-12-20,swedish,0,32,0
Pyjamashjältarna - Pyjamaspower!,"eOne,IdaJohansson,HannaGraf",DanielSjöberg,31,2021-12-20,swedish,0,32,0
Pyjamashjältarna - Möt Pyjamasroboten,"eOne,AnnikaTorstensson",DanielSjöberg,8,2021-12-21,swedish,0,32,0
Pyjamashjältarna - Kattpojken och den stora tårträddningen,"eOne,HannaGraf,IdaJohansson",DanielSjöberg,6,2021-12-21,swedish,0,32,0
Star Stable: Sjælerytterne - Spøgelseshistorier fra Jorvik,HelenaDahlgren,AnnevigScheldeEbbe,164,2021-12-20,danish,0,233,0
"Fint klaret, Puk",LisbethWerner,KristineLauritzen,144,2021-09-12,danish,0,233,0
PJ Masks - Úlfakrakkarnir,"eOne,KjartanMárÓmarsson",ÁrniBeinteinnÁrnason,10,2021-09-12,icelandic,0,32,0
PJ Masks - Vertu hetja!,"eOne,KjartanMárÓmarsson",ÁrniBeinteinnÁrnason,22,2021-09-12,icelandic,0,99,0
PJ Masks - 3 mínútna sögur fyrir svefninn,"eOne,KjartanMárÓmarsson",ÁrniBeinteinnÁrnason,28,2021-09-12,icelandic,0,99,0
Puk ta'r chancen,LisbethWerner,KristineLauritzen,147,2021-09-12,danish,0,233,0
Falsk anklage,SaraEjersbo,MathildeEusebius,119,2022-01-13,danish,0,267,0
Dritte Stunde - Monster in Sicht!,SilkeSchellhammer,MarianFunk,161,2022-11-01,german,0,233,0
Mordet på ön som inte fanns,LenaArro,AstridDrettner,266,2021-11-25,swedish,0,166,0
鉄塔の怪人,江戸川乱歩,"楠木華子,でじじ",285,2021-11-22,japanese,0,697,0
宇宙怪人,江戸川乱歩,"楠木華子,でじじ",299,2021-11-22,japanese,0,697,0
大金塊,江戸川乱歩,"楠木華子,でじじ",320,2021-11-22,japanese,0,837,0
